customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,ExtraCharges
9871-ELEYA,Female,No,No,Yes,34,OneLine,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.65,No,39.19999999999982
4257-GAESD,Female,No,No,No,6,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,No,28.69999999999999
5173-WXOQV,Male,No,Yes,No,2,OneLine,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,No,15.25
2040-OBMLJ,Male,No,No,No,31,MultipleLines,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,No,15.949999999999818
6286-ZHAOK,Female,No,Yes,Yes,20,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55,No,-3.6000000000000227
3807-XHCJH,Female,No,Yes,Yes,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,No,0.0
3009-JWMPU,Male,No,No,No,62,MultipleLines,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,Yes,126.89999999999964
5671-RQRLP,Female,Yes,Yes,No,70,MultipleLines,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,No,115.89999999999964
1450-GALXR,Female,No,No,No,10,MultipleLines,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,Yes,73.25
8859-AXJZP,Male,No,Yes,Yes,39,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.8,No,-24.40000000000009
3174-AKMAS,Female,No,Yes,No,46,OneLine,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.2,No,56.29999999999973
3138-BKYAV,Male,No,No,No,6,OneLine,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,Yes,-22.64999999999992
9926-PJHDQ,Female,No,Yes,Yes,72,MultipleLines,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,No,-61.149999999999636
7382-DFJTU,Male,No,No,No,18,OneLine,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,No,64.49999999999989
2798-NYLMZ,Male,No,Yes,No,71,MultipleLines,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55,No,-91.05000000000018
4289-DTDKW,Male,No,Yes,No,40,MultipleLines,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,Yes,61.100000000000364
1820-TQVEV,Male,No,No,No,1,OneLine,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,Yes,0.0
2239-JALAW,Male,No,No,No,58,MultipleLines,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,Yes,29.149999999999636
4853-RULSV,Male,No,No,No,70,MultipleLines,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,Yes,-29.850000000000364
8098-TDCBU,Female,No,Yes,No,42,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.25,No,47.700000000000045
3551-GAEGL,Male,No,Yes,Yes,34,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.4,No,-94.94999999999993
4785-NKHCX,Male,Yes,No,No,5,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,No,-6.099999999999994
3196-NVXLZ,Female,No,No,No,25,MultipleLines,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,No,-26.949999999999818
6275-YDUVO,Female,No,No,No,2,OneLine,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,Yes,6.299999999999983
0036-IHMOT,Female,No,Yes,Yes,55,OneLine,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,No,-46.75
0115-TFERT,Male,No,Yes,No,21,MultipleLines,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,Yes,-18.100000000000364
4178-EGMON,Male,No,Yes,No,70,MultipleLines,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.0,No,-173.55000000000018
4220-TINQT,Female,No,Yes,No,61,MultipleLines,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,No,264.0000000000009
5318-YKDPV,Male,No,Yes,Yes,43,OneLine,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,No,163.14999999999964
7975-TZMLR,Male,No,No,No,47,MultipleLines,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.1,No,43.600000000000364
0295-QVKPB,Male,No,No,No,5,OneLine,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,No,-1.6499999999999773
4335-BSMJS,Female,No,No,No,62,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.8,No,-35.65000000000009
2311-QYMUQ,Female,No,Yes,Yes,16,OneLine,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,Yes,-0.9500000000000455
3643-AHCFP,Male,Yes,Yes,No,7,MultipleLines,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,Yes,-24.84999999999991
9146-JRIOX,Female,No,Yes,Yes,14,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,No,14.75
3104-OWCGK,Male,No,Yes,Yes,60,OneLine,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,Yes,-3.600000000000364
5337-IIWKZ,Male,No,Yes,Yes,34,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,No,-82.30000000000018
9101-BWFSS,Female,No,Yes,No,50,MultipleLines,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,Yes,183.19999999999982
9650-VBUOG,Male,No,Yes,Yes,38,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,No,12.050000000000068
3487-EARAT,Female,No,Yes,Yes,70,OneLine,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,No,35.30000000000018
2672-TGEFF,Female,No,Yes,Yes,37,MultipleLines,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,No,54.95000000000027
9231-ZJYAM,Female,Yes,No,No,4,OneLine,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,Yes,-22.599999999999966
4250-WAROZ,Male,Yes,Yes,Yes,60,MultipleLines,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,No,179.55000000000018
8184-WMOFI,Male,No,Yes,Yes,62,OneLine,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4,No,60.5
6982-SSHFK,Male,No,No,No,1,OneLine,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,Yes,0.0
6092-QZVPP,Male,No,No,No,36,OneLine,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.2,No,3.7499999999995453
4625-LAMOB,Male,No,No,No,44,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,No,7.9500000000000455
0727-BMPLR,Female,Yes,No,No,55,MultipleLines,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,Yes,9.300000000000182
0392-BZIUW,Female,No,Yes,No,72,MultipleLines,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,No,29.800000000000182
1038-ZAGBI,Female,No,Yes,Yes,12,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,Yes,-8.000000000000028
6549-NNDYT,Female,No,No,No,13,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,No,-6.949999999999989
3027-ZTDHO,Male,No,No,No,1,OneLine,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,Yes,0.0
0422-OHQHQ,Female,No,Yes,Yes,15,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,No,-12.300000000000011
6916-HIJSE,Female,No,No,No,65,OneLine,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.85,No,-56.05000000000018
2316-ESMLS,Female,No,Yes,Yes,12,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.15,No,46.950000000000045
9778-OGKQZ,Male,No,Yes,No,72,MultipleLines,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.0,No,158.14999999999964
7408-OFWXJ,Female,No,Yes,Yes,72,MultipleLines,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,No,44.850000000000364
6007-TCTST,Female,No,Yes,Yes,72,MultipleLines,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,No,138.89999999999964
2252-NKNSI,Male,No,No,Yes,52,MultipleLines,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.15,No,34.05000000000018
8713-IGZSO,Male,No,No,No,2,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,No,12.299999999999997
7905-TVXTA,Female,No,No,No,5,OneLine,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.35,No,30.899999999999977
7695-PKLCZ,Female,No,No,No,68,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,No,30.90000000000009
2382-BCKQJ,Female,No,No,Yes,62,MultipleLines,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,Yes,204.34999999999945
8374-UULRV,Male,No,No,No,72,MultipleLines,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05,No,114.05000000000018
2207-NHRJK,Male,No,No,No,1,OneLine,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.8,Yes,0.0
3224-DFQNQ,Female,No,Yes,No,66,MultipleLines,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.0,No,24.600000000000364
5275-PMFUT,Male,No,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,No,54.150000000000546
4795-UXVCJ,Male,No,No,No,26,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,No,-57.50000000000006
9777-IQHWP,Male,No,Yes,Yes,64,MultipleLines,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4,No,-155.30000000000018
0947-MUGVO,Male,Yes,Yes,No,20,OneLine,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,Yes,-9.5
9944-HKVVB,Female,No,No,No,3,OneLine,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,Yes,22.100000000000023
4124-MMETB,Male,No,No,No,22,MultipleLines,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,Yes,22.25
3671-SHRSP,Male,No,Yes,No,4,OneLine,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,Yes,-3.25
0979-MOZQI,Male,No,Yes,No,62,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,No,-80.55000000000018
2732-ISEZX,Female,No,No,No,5,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,No,1.7999999999999972
3313-QKNKB,Male,No,Yes,No,59,MultipleLines,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,Yes,37.19999999999982
0323-XWWTN,Male,No,No,Yes,3,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,No,42.05000000000001
1937-OTUKY,Female,No,Yes,No,72,MultipleLines,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.2,No,-54.50000000000091
1573-LGXBA,Male,No,Yes,Yes,57,OneLine,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55,No,37.650000000000546
1764-VUUMT,Male,No,No,Yes,66,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,No,-47.600000000000136
5073-WXOYN,Female,No,No,No,60,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,Yes,-20.59999999999991
4713-ZBURT,Male,No,No,Yes,45,MultipleLines,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.7,No,147.85000000000036
3050-GBUSH,Female,No,No,No,3,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.8,No,9.550000000000011
0207-MDKNV,Female,No,No,No,15,OneLine,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,Yes,6.25
7876-AEHIG,Female,No,No,Yes,51,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,No,9.349999999999909
7945-HLKEA,Female,No,No,No,60,MultipleLines,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,No,154.5
9342-VNIMQ,Male,No,No,No,33,MultipleLines,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,No,-138.25
9851-KIELU,Male,No,No,No,10,OneLine,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,Yes,-57.700000000000045
3523-BRGUW,Male,Yes,No,No,26,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,No,2.3999999999999773
3908-BLSYF,Female,No,No,No,6,OneLine,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,Yes,-5.850000000000023
3199-NPKCN,Female,No,Yes,No,67,MultipleLines,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,No,57.899999999999636
5170-PTRKA,Female,No,Yes,Yes,49,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,No,27.800000000000182
4661-NJEUX,Male,No,No,No,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,No,0.0
2123-AGEEN,Female,Yes,No,No,7,OneLine,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,No,19.200000000000045
1258-YMZNM,Female,Yes,No,No,27,MultipleLines,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,No,-125.90000000000009
0048-LUMLS,Male,No,Yes,Yes,37,OneLine,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,No,-126.84999999999991
7549-MYGPK,Female,No,Yes,Yes,63,MultipleLines,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,Yes,-119.29999999999927
5898-IGSLP,Male,No,Yes,Yes,31,MultipleLines,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.3,No,54.70000000000027
3804-RVTGV,Male,No,Yes,Yes,50,MultipleLines,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,Yes,-174.60000000000036
6259-WJQLC,Male,Yes,No,No,32,MultipleLines,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,No,24.050000000000182
9227-LUNBG,Female,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,Yes,0.0
7997-EASSD,Female,No,Yes,No,63,MultipleLines,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,No,-150.5
0730-KOAVE,Male,No,No,No,30,MultipleLines,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,No,-149.30000000000018
8975-SKGRX,Male,No,Yes,No,71,MultipleLines,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,No,67.44999999999891
0678-RLHVP,Female,No,No,No,53,MultipleLines,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,No,88.10000000000036
4315-MURBD,Female,No,No,No,12,OneLine,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,Yes,-65.85000000000014
2267-FPIMA,Male,No,Yes,No,50,MultipleLines,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.4,No,194.89999999999964
1051-GEJLJ,Female,No,No,No,2,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,No,-11.45
9734-YWGEX,Female,No,No,No,9,MultipleLines,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,Yes,38.80000000000007
2719-BDAQO,Male,No,No,No,17,OneLine,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,Yes,30.200000000000273
5285-MVEHD,Female,No,Yes,No,56,OneLine,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,No,155.05000000000018
0379-DJQHR,Male,No,Yes,Yes,67,OneLine,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,No,-51.849999999999454
0781-LKXBR,Male,Yes,No,No,9,MultipleLines,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,Yes,14.100000000000023
5543-QDCRY,Male,No,No,No,4,OneLine,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,No,9.25
0297-RBCSG,Male,No,No,No,19,OneLine,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,No,-9.799999999999955
4694-PHWFW,Female,No,No,Yes,8,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,No,11.300000000000011
0835-JKADZ,Female,No,No,No,71,MultipleLines,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,No,85.39999999999964
1907-UBQFC,Male,Yes,No,No,10,OneLine,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,Yes,-39.85000000000002
7508-SMHXL,Female,Yes,No,No,15,MultipleLines,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,No,-46.700000000000045
3865-YIOTT,Male,No,Yes,Yes,72,MultipleLines,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,No,209.30000000000018
5993-BQHEA,Male,No,No,No,12,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,No,26.399999999999977
6024-RUGGH,Male,No,Yes,Yes,72,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.2,No,-15.499999999999773
6513-EECDB,Male,Yes,Yes,No,1,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,Yes,0.0
3956-CJUST,Female,Yes,No,No,23,OneLine,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,No,-90.65000000000009
4079-WWQQQ,Male,No,No,No,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,No,87.85000000000036
6103-BOCOU,Female,No,No,No,26,MultipleLines,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,No,94.79999999999973
5149-TGWDZ,Female,No,No,No,21,OneLine,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,No,43.850000000000364
7471-WNSUF,Male,No,Yes,No,60,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.15,No,56.90000000000009
8942-DBMHZ,Male,No,No,No,12,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,No,9.950000000000017
4301-VVZKA,Male,No,Yes,No,16,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,No,-17.0
9199-PWQVC,Female,No,Yes,No,63,MultipleLines,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,No,-234.95000000000073
4824-GUCBY,Female,Yes,No,No,22,OneLine,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,No,23.5
5393-HJZSM,Female,No,Yes,Yes,32,OneLine,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,No,-37.44999999999982
7074-IEVOJ,Female,Yes,No,No,3,MultipleLines,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,Yes,-33.150000000000006
9625-QSTYE,Female,No,No,No,13,OneLine,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,Yes,-102.65000000000009
0862-PRCBS,Female,No,Yes,Yes,68,MultipleLines,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,No,-15.550000000000182
8812-ZRHFP,Female,No,Yes,Yes,30,OneLine,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,No,-55.44999999999982
5146-CBVOE,Female,No,No,No,16,OneLine,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,No,11.25
0454-OKRCT,Male,No,No,No,33,OneLine,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,No,-8.699999999999818
5787-KXGIY,Male,No,Yes,No,72,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,No,-84.80000000000018
4750-ZRXIU,Female,Yes,No,No,4,MultipleLines,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,Yes,21.700000000000045
4198-VFOEA,Female,No,No,No,12,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,No,32.24999999999994
6630-UJZMY,Female,Yes,Yes,No,4,MultipleLines,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,No,-24.94999999999999
5709-LVOEQ,Female,No,Yes,Yes,0,OneLine,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,No,80.85
6400-BWQKW,Female,No,No,No,6,MultipleLines,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,Yes,-39.799999999999955
2692-AQCPF,Female,No,Yes,No,65,MultipleLines,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,No,95.64999999999964
0347-UBKUZ,Female,No,No,No,15,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,No,21.94999999999999
0835-DUUIQ,Female,No,No,Yes,24,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,No,26.34999999999991
0811-GSDTP,Female,No,No,Yes,13,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,No,-9.75
7567-ECMCM,Male,No,No,No,24,OneLine,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,No,84.60000000000014
6115-ZTBFQ,Female,No,Yes,No,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,No,203.69999999999982
6353-BRMMA,Female,No,Yes,Yes,54,MultipleLines,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,No,24.400000000000546
6680-WKXRZ,Female,No,No,No,3,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,Yes,-7.400000000000006
6231-WFGFH,Male,No,Yes,Yes,4,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,No,-4.400000000000006
9904-EHEVJ,Female,Yes,Yes,Yes,32,MultipleLines,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,No,-26.649999999999636
7028-DVOIQ,Male,Yes,No,No,35,MultipleLines,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,Yes,-70.94999999999982
6169-PPETC,Male,No,Yes,Yes,35,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,No,41.85000000000002
4208-UFFGW,Male,Yes,No,No,2,OneLine,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,Yes,-4.75
8584-KMVXD,Female,No,No,No,8,OneLine,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,No,-69.25
8467-WYNSR,Male,No,No,No,22,OneLine,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,No,40.950000000000045
0851-DFJKB,Female,No,No,No,15,OneLine,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,No,70.89999999999998
5382-SOYZL,Male,No,No,No,22,MultipleLines,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,No,70.40000000000009
9448-REEVD,Male,No,Yes,No,1,OneLine,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,Yes,0.0
3261-CQXOL,Female,No,Yes,Yes,71,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,No,6.399999999999864
8388-FYNPZ,Male,No,No,No,4,OneLine,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,No,18.150000000000006
4002-BQWPQ,Male,No,No,No,25,MultipleLines,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,No,-14.950000000000045
